,headline,title,text,text_word_count
201085,"Understand the amount you are borrowing., Determine the term of your loan., Compute the interest owed on the loan., Use an amortization calculator., Input your assumptions., Consider the amortization schedule that is produced., Find your total interest on the loan., Understand how to calculate total interest., Input your variables into the equation., Simplify your equation., Solve the exponents., Simplify again., Solve the fraction., Calculate your monthly payment., Calculate your total interest paid.",How to Calculate Total Interest Paid on a Car Loan,"The amount you borrow is referred to as the principal amount. Your principal amount has several components.The formula for the principal amount of your car loan is (Purchase price) – (rebates) – (cash down payment) – (trade in value). A car purchase will also include fees and sales tax. Those two amounts are typically included in the principal amount. A rebate is a fixed amount of money paid to the buyer for the purchase of a particular vehicle. Rebates serve as an incentive to make the purchase. In most cases, the purchaser uses the rebate to reduce the principal amount of the loan.A cash down payment is paid by the purchaser. You may also trade in a vehicle- usually the car you are replacing. A trade in is something you sell as partial payment for something new. In this case, the value of the car you trade in reduces the purchase price on the new vehicle.Assume you’re buying a car for $20,000. The manufacturer provides a $2,000 rebate. You pay $3,000 as a down payment, and trade in a car valued at $5,000. The principal amount of your loan is $20,000 - $2,000 - $3,000 - $5,000, or $10,000. ;, The loan term is the period of time that the loan will be outstanding. Most new car loans have a term of six years. The longer the term, the more interest you will pay on the principal balance., The interest rate will be stated in your loan agreement. For car loans, the interest rate is commonly referred to as the Annual Percentage Rate, or APR. Your interest rate multiplied by the outstanding principal amount is the interest you owe for a particular period of time. Assume that your principal amount is $10,000. Your annual interest rate is 6%. You want to calculate the interest you owe for the month. Your interest rate for one month, also known as your monthly interest rate, is (6%/12 = 0.5%)., The formula for amortizing a loan is complex. The math required is difficult to perform manually. When a loan is amortized, the borrower makes a fixed loan payment, usually monthly. That payment includes both repayment of principal and interest owed on the debt. As time goes on, each fixed loan payment includes a larger portion of principal repayment, and a smaller portion of interest. There are many amortization calculators on the Internet allow you to input a principal amount, loan term and interest rate.",1222
44994,"Ensure the toys do not have long strings., Ensure the toys do not have removable parts., Be careful when giving a stuffed toy with batteries., Avoid toys with sharp points.Even stuffed or semi-stuffed toys sometimes have sharp bits on them., Ensure the toy is of high quality., Choose lightweight stuffed toys., Follow age guidelines.Safe stuffed toys will include a label that informs parents about how old a child needs to be to use the particular toy., Do not choose old toys.",How to Choose Safe Stuffed Toys for Your Baby1,"Babies are liable to wrap long strings and cords around their necks and choke. They might also swallow the string and choke. To avoid these unhappy outcomes, take a good look at the stuffed toy you’re considering giving your baby. Check the back of the toy for pull strings that might make the stuffed toy say something., Removable parts are more common on sturdier plastic toys and action figures. But stuffed toys often come with removable accessories like cups or glasses that might detach with Velcro, for instance. Give the toy a thorough investigation for parts that are removable or could break off and pose a choking hazard.Some stuffed toys have parts that seem irremovable, but actually are.For instance, stuffed toys with marble or glass eyes, or button noses, are considered unsafe for babies.If bits ever break off a stuffed toy, do not try to repair it. Instead, return the toy to the store and get a safer stuffed toy. Do not attempt to get a replacement., Batteries are a serious choking hazard for babies. If your baby wants a stuffed toy with batteries, ensure that the batteries are secured by a panel that must be unscrewed in order to remove the batteries. Do not give your child a stuffed toy with a battery panel that simply snaps open. While it is unlikely your baby would be able to open the battery panel, it’s not a risk worth taking.If your baby’s stuffed toy lights up, dances, or engages in some other sort of action, it is powered by batteries. You can also identify battery-operated toys by the label on the packaging that reads “battery operated.” Check battery-operated stuffed toys for leaking battery acid from time to time. Battery acid will leave behind a crusty, discolored area inside the battery panel. It might be brown or white in color. Discard any batteries that leak battery acid, clean out the toy’s battery panel, and insert fresh batteries., For instance, do not give your child a stuffed goat with plastic horns protruding from its head. Your baby might jam the pointed horn in their eye. Such an injury may impair their vision.Even soft, stuffed bits of a toy should be treated with suspicion. Avoid any stuffed toy that has sharp points., When examining stuffed toys for safety, give a gentle tug along their seams.",610
134784,"Think about what type of a student community you'd like to run., Create a group that would attract students with the same interests., Decide if you will need to prepare financially to purchase materials for your club (flyers, posters, name badges, administrative materials)., Think of what audiences will be interested in joining your new community., Create a list of what you will need to operate a successful community., Check your school's website to examine the costs of using a room on campus as a designated meeting area., Prepare your materials., Create a group identity., Plan activities that are meaningful to your community., Think about how your activities and materials are being received by members., Adjust to the needs of students in your community., Listen to what your members are saying and take their thoughts into account when preparing materials.",How to Run a Student Community at a University,"Are you interested in a social group? Are you looking into establishing an academic community that meets to discuss classwork? Or, are you interested in meeting new people in the same field as you? Research the established organizations at your school. Perhaps there are pre-existing communities that already offer what you're trying to create. If so, reconsider starting a student community and explore the options that are available on campus. Here, you will be able to find people who share the same interests with you without having to create promotional materials to advertise your new community.;, If you are interested in organizing a general social community of students, search for potential meeting places that accommodate varying numbers of students. You are not limited to organizing academic communities, but consider what the students at your university may express interest in., The extent to which you decide to organize your club will determine any costs that arise during the preparation process. Some examples of easily accessible, inexpensively maintained clubs are: Microbiology Club Engineering Students Association Sophomores of ______ University, Promote your group: invite friends and students, print flyers to post around campus, and consider creating an online presence for the group where you can share announcements and meeting places. Explore opportunities to print inexpensive documents through your school's library to make the promotional process easier. Most schools offer cheap printing for around 11 cents per page. Social media can help promote your group. Create a Facebook page to share information and facilitate the process of joining the group., For example, if your group will be academic in nature or may attract a large group of students, consider the fact that any potential conferences or meetings may necessitate a meeting area. Some college campuses allow students to use board rooms for meetings, but depending on the size and function of your group, you may need to explore options of renting a room on campus for a few hours occasionally., Also, depending on the function of your community, you should consider the costs and utility of things like: Folding tables and chairs for group functions Fundraising and volunteering to generate income and create experiential opportunities for members Governing the community. Depending on the size and function of your group, you may need to hire someone or purchase software that tracks membership, expenses, and funds. For example, you could download and use Microsoft Excel to create a simple spreadsheet that has members' names in alphabetical order, their attendance to group meetings, or their contribution and donations to the group.",871
172068,"Become a moneylender., Earn interest., Invest in the stock market., Invest in a business., Flip real estate.",How to Get Money Without Working2,"If you already have some extra cash on hand, you can earn even more by lending it out and charging interest on your loans. There are many companies, the largest of which are Prosper and Lending Club, that match prospective lenders with prospective borrowers. Although the industry has been shifting away from private investors, there are still opportunities to be had.If you wish to become a money lender, be sure to abide by any and all applicable laws in your area., Instead of letting the money you have languish in checking account (or under your mattress), put it into an interest-earning account, like a money-market account, a certificate of deposit (CD) account, or a 401k. These types of accounts pay a higher rate of interest than normal savings accounts. Ask a professional at your local bank for help placing money in these types of accounts.Note that these types of accounts may require a minimum balance to start generating interest. They also may require a long-term investment, during which time you will not be able to access your money without paying a penalty., One way to make money without working is to play the stock market to your advantage. Stock trading is by no means risk-free, but if you're smart, careful, and a little lucky, you can stand to make lots of money on the stock market. Whatever investments you choose to make, never invest any money in the stock market that you can't stand to lose.Low-cost e-trading platforms are ideal for investors who don't want to pay to have their investments managed for them. There are tons of different investment strategies out there, so do your research and find one that works for you. No matter what your strategy, it's important to keep a diverse portfolio and stay up-to-date with changes that happen in the market., Investing in a successful business is a surefire way to become wealthy, although finding such a company is more challenging. If you are lucky enough to find a business that you really believe in, make sure to do your research before investing.It's very important that you have faith in the leadership of the company. Even if the concept is great, a bad CEO can destroy the business. You should have a very good understanding of the company's expenses and potential profits, as well as of their brand and image, before you invest.",636
119832,"Determine if the headache is a primary headache., Determine if the headache is a secondary headache., Evaluate the length of the headache., Consider the side effects., Consider the location of the headaches., Ask the right questions.",How to Evaluate the Potential Severity of Chronic Headaches1,"Doctors classify headaches into two basic types, primary and secondary. Chronic primary headaches are those that are recurrent but are not caused by an underlying disease.Either primary or secondary headaches may be chronic, though chronic headaches tend to be classified as primary.Primary headaches may be caused by exposure to very cold temperatures, sexual intercourse, or coughing excessively. The main types of primary headaches are tension headaches, migraines, and cluster headaches.;, Chronic secondary headaches, unlike primary headaches, are caused by a medical condition. If you have a chronic secondary headache, your situation is more serious. The condition underlying your chronic headaches could be life threatening, so you should see a doctor as soon as possible.Conditions that may lead to secondary headaches include concussions, whiplash (or other injury to the neck, head, or back), stroke, seizures, AIDS, meningitis, high blood pressure, dehydration, or allergies. These conditions require a doctor’s diagnosis and medical treatment., The three main types of chronic headaches – all of which are primary headaches – all last for different lengths of time. One way to evaluate the severity of the chronic headache is to identify how long it lasts.Tension headaches tend to last less than 30 minutes. They occur as a response to stress or difficulty at school, work, or another social situation. They are the most common type of chronic headache. Cluster headaches are a bit more severe. They typically last 30 to 60 minutes and occur regularly (in “clusters”) over a period of days, weeks, or months, then disappear. Migraines are the most intense and severe headaches. They usually last between four and 24 hours, but they can occur continuously for up to three days., Each of the three major types of chronic headaches have side effects that differ in severity. The severity of the side effects generally corresponds to the duration of each major type of headache. In other words, shorter headaches tend to have fewer side effects. Use the extremity and the number of side effects most commonly associated with the three major types of chronic headaches to better evaluate their potential severity.The side effects of tension headaches tend to be mild or moderate. The only symptom is pain in and around the head, neck, and shoulders. Cluster headaches have more severe side effects. You could potentially experience a stuffy or runny nose, forehead or facial sweating, watery or irritated eyes, and/or a droopy or swollen eyelid (ptosis or edema, respectively) in addition to a stabbing pain in the eye or temple.",584
137614,"Educate yourself., Be sure to shop for a congregation that fits you in terms of your skills and temperament., Once you are a pastor, get to know everyone in the congregation personally., Once you are established, be sure to balance your time., For emergencies, use a special cell phone., Be sure to take good care of your physical, spiritual and mental health., Be certain to take time out to become more knowledgeable about being a pastor., How you dress, where you live, and the car you drive will depend upon a balance of what is comfortable for you and your congregation., It's difficult to know beforehand what your parishioners will need from you., Whatever you do, work to create lay leadership that can help you develop worship and other activities for the congregation., How you are compensated is up to you., Pray.",How to Be an Acceptable Protestant Pastor,"Learn as much as you can about being a pastor by attending a seminary or some other program. Ask successful ministers what challenges they have had to meet. Find a mentor.;, Make sure that you can grow together with them. One critical thing to consistently observe is the size of the congregation and the activities of its members., Even though it isn't possible for all of them to be like family to you, you will most likely be somewhat of a member of their family. Start with key leaders in the congregation, then work your way through., You can schedule office appointments. Try to do this most often as you can be prepared to talk to the individual when they arrive. You can also have office hours when people can drop by. Be sure to schedule visits with the sick and home-bound to keep them connected with the congregation while they cannot come to church., If you get non-emergency calls on this number, have the congregation hire an assistant or answering service that can field calls for you., Take a day of sabbath each week. Since a majority of your work is on Sunday, choose another day in the week., Continue to grow. Take courses, meet with other ministers, keep advancing your skills. Be sure to keep a group of colleagues that you can go to to learn more and help direct your growth. They will be a great resource when you have challenges arise in your congregation., Sometimes its good to approach the middle, and dress like your average congregant. Sometimes you should take the lead and dress a bit better or drive a slightly more expensive car., If you are a protestant pastor, all of your parishioners will need more knowledge of the Bible, and guidance on how to develop their spiritual lives. But many will need your help and support for their mental, physical, and emotional health. Most likely you will be the conduit to professionals in each area, but you may be the first person to which they turn for help., Ask them to help you keep the congregation engaged. As a leader, you will need to determine what to delegate and what to do yourself., This is something you will need to have the will to negotiate with your congregation. So too is how you will lead your family life. Though there are many pastors and pastoral families who live with little time or other resources for themselves, there are many who balance the love for their congregations with love for themselves and their families.",474
117499,"Eat meals at the dinner table away from sources of entertainment., Appreciate the food., Put the fork down between bites., Check for hunger before eating., Know how to identify emotional eating., Monitor your child's eating habits.",How to Avoid Raising an Emotional Eater1,"When kids eat meals in front of the television or iPad, they are detached from the nourishment itself. Eating becomes something that is associated with entertainment instead and your child has no idea how much they are eating. Stop this habit and enjoy meals together at the table. Have polite conversation or listen to classical music while you eat. Avoid snacking while watching TV, too. Aim to have all meals at the table without any source of entertainment present so they can tune into their bodies.Avoid providing snacks throughout the day. You may want to limit all forms of eating to specific times of day and only at a kitchen table.;, Before your family digs in at the dinner table, have everyone pause for a moment to appreciate the food being served. You might walk them through this process a few times at first. Then, do the exercise silently. Think about where the food came from. The distance it had to travel to make it to your plate. Send out some gratitude to all the people involved in providing the meal before you (e.g. the farmers, the workers, the grocers, the cook, etc.) Spend some time admiring the many colors, textures, and smells associated with each meal. Activate your five senses to truly connect with the food in front of you., Kids may shove down food without thinking if parents don’t put appropriate practices in place. Encourage mindful eating by recommending that everyone return their forks to their plates after taking a bite. Take small bites. Chew each mouthful at least 20 times before swallowing., Instruct them to listen to their bodies. Kids should sit down to eat when they are actually hungry—not simply because others are eating or it’s a mealtime. Have them perform a hunger test. For instance, if they are truly hungry, a real, whole food item should do the trick (i.e. meat and vegetables). If the hunger is for a specific junk food item, it may be emotional hunger, not physical hunger.To keep your kids on an appropriate eating schedule, limit excessive snacking between meals. Have them eat something approximately every 3 to 4 hours, but let them use their bodies as a guide. Sugar can be extremely addictive.If your child frequently craves sugar, you may want to wean them off of sugary foods. You may want to contact a therapist or doctor for help.",585
181500,"Know that being in the bar business entails stiff competition., Be prepared for a different sort of work schedule., Look for a liquor license., Create a detailed business plan., Look for the right location., Generally, pick a location closer to patrons' workplaces than their homes., Choose a theme for your bar., If you're going to have live music, know the audience you're trying to attract., Name your bar., Create a great bar menu., Contract with an amusements company for coin operated machines., Have city inspectors come look at the property and ask the landlord fix everything before you sign a lease., Utilize friends and acquaintances to help you with electrical, plumbing, sound and construction., Advertise the grand opening weekend., Get promotional products., Make yourself visible.",How to Open a Bar,"You'll be competing with other bars in the area, as well as other entertainment and retail options. It used to be that when people wanted a drink, they had to go to a bar to get it. Nowadays, people can easily pick up alcohol at the local corner store or neighborhood grocery store without much hassle. So being in the bar business is no piece of cake. By some estimates, 3 out of 4 bars fail in their first year., Especially in the first year of operation, owners of bars will need to be managing staff and closing down until 4 or 5 a.m. every night, and then heading straight back at 11 in the morning. This can take a toll on family life; talk with your family about how owning a bar will affect them., Every watering hole depends on being well-stocked with liquor; if you can't sell liquor to your patrons because you don't have a liquor license, your little oasis is going to dry up pretty quickly. Liquor licenses can be prohibitively expensive. In places such as New Jersey, liquor licenses can cost anywhere from $400,000 to $1.5 million.Liquor licenses aren't usually this expensive, but expect to pay a pretty penny for the privilege. Some cities, such as San Francisco, have issued moratoriums on liquor licenses for certain neighborhoods, meaning that you have to purchase it from someone who is willing to sell it to you.Obviously, this can make it more difficult to find liquor licenses. Once you've obtained your liquor license, make sure you've got every local, city, county, state and federal license up to date., Know the demographics of the neighborhood, and the audience you're trying to attract. Having a business plan will help you to secure financing, which banks are reluctant to fund and which the SBA will not help with. If the locale you're serving has a lower number of drinks per ticket, consider offering food along with liquor.This may be helpful in areas where patrons don't stop by immediately after work, or in places where patrons leave earlier on in the night. Don't be under capitalized. Many bars fail because they are under-capitalized. In an ideal world, you'd have a year's worth of expenses in the bank. At the very least, have 4 to 6 month's worth of rent and expenditures covered before you dive into business., Don't jump at a closed bar.",1308
7875,"Gain access to a lathe., Remove the end cap of your bat., Use the lathe to shave the bat., Replace the end cap., Let the end cap dry.",How to Juice a Softball Bat2,"To properly shave a bat, you will need to either know someone who owns a lathe or have access to one yourself. The lathe will be used to accurately and evenly trim the inside of the bat, removing material and increasing the performance of the bat. If you don't have access to a lathe of your own, try asking someone who does to learn if they can help you shave your bat.You may consider using a professional service to shave your bat for you. Do not attempt to operate a lathe if you have not had proper training. You can shave aluminum or composite softball bats. Shaving a bat removes material from the barrel, resulting in thinner walls. These thinner walls will compress and spring back with more force than a regular bat. This extra force can increase the speed and distance of your hits. Because of the unfair advantage a shaved bat can bring, they are illegal in any official baseball game or league., The end cap of the bat will need to be removed before it can be properly inserted into the lathe. The lathe will need to shave the inside of the bat's barrel. Caps can be easily removed using a screwdriver and some leverage. You can follow these basic steps to remove the end cap from your bat:Some people will apply gentle heat to the end cap before trying to remove it. Insert a screwdriver into the gap between the end cap and the barrel of the bat. Gently use the screwdriver to apply leverage against the end cap. Work to push the end cap up and out of the barrel of the bat. Don't apply too much force as you could damage your bat or the end cap., Fix the bat into the lathe in a way that will allow the bit to shave down the inside wall of the bat's barrel. Set up the lathe so that it will trim off no more than.075” from the inside of the barrel's wall. Shaving more material off might result in greater power behind your swings. However, taking more material off of your bat will also make it less durable and more likely to break.Composite bats seem to benefit the most from shaving. In one case, shaving off four layers of material from a composite bat added 6.5 mph (10.5 km/h) to batted-ball speed.",606
22449,"Take apart a flashlight., Use one match., Insert the match into the disassembled flashlight., Hold the match steady., Remove the match quickly.",How to Light Wet Matches1,"Unscrew the face-cap or tail-cap, depending on which type of flashlight you have. Remove any o-rings or lenses from the face-cap area. Remove the bulb and springs. Take the reflector - the bowled shaped piece - out of the upper part. The reflector is what you'll be using to light the match. Most flashlights have a piece of glass or clear plastic inside the face-cap, which is just in front of the versatile concave reflective surface. Keep track of the order in which the pieces fit together. You may even want to draw a quick diagram or make notes about how to put it back together.;, Using more than one match will not be easy since the heat needs to be focused in one location, and the neck of the reflector is narrow. If you use multiple matches it may be difficult to put through the neck area, and will take longer to heat. Take out a single match from the box/pack of matches. Ensure nothing is obstructing the pathway to insert a match into the flashlight. The springs, heads, and other pieces attached to the reflector should be removed as well. You should be holding the backside of the reflector without the rest of the flashlight., Stick the match through the hole in the reflective part you took from the flashlight. It's in the spot where the bulb would normally have been. Make sure the head of the match is in the right way, with the head pointing outward towards the flashlight's end., Use your thumb and pointer-finger to hold the end of the match, the side with the wood. Hold it up directly facing the sun with it being held as far as possible away from you. You'll need to angle it correctly to maximize exposure to the sun. Hold it in this position long enough for it to be dried and to light. Be patient. It could take several minutes for the drying process to work., Once the fire starts you'll need to remove the match. Be very careful doing this, so as to not burn yourself or brush it against the inside of the flashlight. You don't want to apply the heat to the inside of the reflector too long, especially if the face-cap has a piece of plastic inside. You also don't want the match to go out once it's on fire.",439
63870,"Differentiate between infestations., Treat the mouse with a product recommended by your veterinarian., Treat secondary infections., Treat all other mice you have., Clean and disinfect all equipment., Pay attention to itching., Look for thinning hair., Inspect your mouse's coat., Get a veterinary diagnosis.",How to Get Rid of Mites on Pet Mice,"Mice can get a variety of infestations that have similar symptoms to a mite infection. For example, mice can get a lice infestation that presents very similarly to a mite infestation. In order for your mouse's issue to be treated correctly, you need to figure out what type of infestation the mouse actually has.When your veterinarian inspects your mouse, they should be able to tell what kind of infestation your mouse has.;, Treating a mite infestation requires you to apply a medication. The medications used for mite infestations may be applied on the skin, given orally, or injected by the veterinarian. They are usually applied twice, two weeks apart, to kill all adult mites. There are several medications that may be prescribed that are all macrocyclic lactone anti-parasitic drugs:Selamectin MoxidectinIvermectin, If the mite infestation has caused your mouse's skin to become infected, you may need to give it additional medication. Discuss this option with your veterinarian, as he or she may want to allow your mouse's immune system time to clear up the infection before relying on medication. One reason for waiting on further medication is that infections are often treated with antibiotics. Veterinarians are in agreement that antibiotics are overprescribed and that over prescribing them leads to the development of antibiotic-resistant strains of bacteria.Once the mites are eliminated, it will be easier to get the infection under control., If one of your mice has a mite infestation, and it lives with other mice, then they may all be infested. Discuss the problem with your veterinarian but it is likely that the vet will have you treat all the mice you have. Infestation is transferred via direct contact. If you have other mice that are housed separately, be sure to keep uninfested mice away from the infested mice until the infestation is totally cleared up., Eliminating a mite infestation will require you to thoroughly clean and disinfect all equipment the mouse comes in contact with. This includes its cage, any feeding containers, and all toys.It's important to completely clean and sanitize the cage. First use soap to clean all debris off the surface of the cage. Then use bleach to disinfect the cage completely.All bedding and food should be removed and then replaced once the cage is sanitized. The cage should be both thoroughly cleaned at the beginning of treatment and weekly after that.",681
161505,"Consider the quality., Check the flavor profile., Get a recommendation., Do a taste test., Proceed with caution., Drink it straight up, neat, or on the rocks., Garnish the glass., Make a gin and tonic., Mix a martini., Prepare a Long Island iced tea., Combine gin and juice.",How to Drink Gin,"Simply put, high-quality gin will usually taste better than low-quality gin, regardless of whether you choose to drink it plain or mix it into a cocktail. Selecting a high-quality gin is especially important if you plan to drink it on its own, though. Low and medium levels can be so bitter on their own that they're practically impossible to drink outside of a cocktail. Since gin rarely comes with an age statement or premium label, it can be difficult to identify high-quality productions. As a general rule, however, opt for gins distilled using traditional methods over those made from concentrate, and try to find gin produced by a copper still; following these two principles should guide you toward smoother gins.;, Gin is always flavored with juniper berries, but craft gins typically contain flavors from other ingredients, as well. A good balance of flavors can improve the overall taste.Sweet, floral flavors are especially common. Look for delicate botanical elements with floral (e.g. elderflower or hibiscus) and berry (e.g. black currant or blackberry) notes. Savory flavors are also growing in popularity. For something smooth and complex, look for gins flavored with herbs (e.g. chamomile, basil, thyme, or rosemary), nuts (e.g. almonds), or olives., If you aren't sure where to start, trust an expert opinion. Ask bartenders or gin enthusiasts for their favorite varieties. You can also research popular brands online. Keep in mind that everyone has different tastes, so the gin your bartender or best friend favors may not appeal to you in the same manner. Some acclaimed gins worth considering include Gin Mare, Tanqueray Rangpur, Beefeater's Summer Gin, Anchor, and Bluecoat., Ultimately, sampling a few different varieties of gin at a bar is the best way to choose a gin that appeals to your sense of taste before buying a full bottle of it.Sample each gin from a stemmed glass that curves inward at the top. Hold the glass by its stem. Before sampling, mix the gin with an equal amount of still water. The water cuts the alcohol content and makes it easier to taste the underlying flavors of the gin. Sniff the gin before tasting it. You should be able to detect some of the botanical ingredients used to flavor the gin. If it has a chemical smell, the gin is probably low-quality. Sip the gin. You should be able to identify the juniper, as well as any other flavors.",1339
209983,"Clean the exterior of your car., Allow the surface to dry., Soak all of your sandpaper., Soak a rag., Focus on sanding one small section at a time., Use a sanding block or pad—not a power sander., Begin sanding., Change directions., Sand with higher-grit paper., Make it dull., Choose a rubbing compound., Start using your buffer., Don’t let the buffer run dry., Protect your clear coat.",How to Wet Sand a Clear Coat,"Use water and a dedicated car washing solution/soap.Follow the bottle’s directions carefully. Your goal is to remove any dirt or grime so that you can focus on the clear coat directly when you sand and buff.;, Once you have completely cleaned your body, allow it to dry by gently wiping down the surface with a towel., Soak for at least 60 minutes in clean water to prevent sharp edges from scratching the clear coat., Next soak a rag in water with a little bit of soap. Use about a cap of soap per gallon of water, or as directed by your soap label., The size of the section is up to you, but one square foot at a time is usually a good approach; just remember which sections you have done and which you haven’t. This will make the job of sanding the entire car body more manageable. It will also ensure that each part of the surface receives adequate attention., Ideally, you’d use a rubber pad as it helps conform to the shape of your panel’s surface., For optimal results, start with the 600-grit sandpaper,and then sand later with the higher-grit paper, such as a 1500-2000-grit paper. Otherwise, go straight to the higher-grit paper. Use very little pressure. With your soaked paper in one hand and a wet rag in the other, begin sanding with long strokes all in the direction wind travels across the car: from bumper to windshield, for example. Sand with one hand, and use your other hand to keep the surface wet with your rag. Remember to sand evenly. Periodically take a step back to look at your progress and make sure everything looks even., After sanding in one direction, cross out the original strokes with a slight diagonal direction. Remember to keep the surface dripping wet, to prevent burning the clear coat., If you’ve chosen to begin with 600-grit paper, now is the time to do a second sanding with 1500-grit or 2000-grit paper., Your surface should appear very dull after sanding. This is the goal. Buffing will make it shine., Experts recommend Dewalt for beginners. B&D Buffmaster is good for more experienced buffers., Once you have achieved a desired finish with sanding, you’re ready to start buffing. Be sure to buff at a low RPM of about 1400.",484
186698,"Catch them on a piece of 2 inch wide masking tape., Catch them with a plastic bag or paper towel., Place them into soapy water., Vacuum them from your floors and walls.Vacuuming stink bugs is an effective method that prevents you from having to touch them., Spray them with an insecticide.",How to Get Rid of Stink Bugs3,"Pull off a piece of tape around 6 inches long, and place it over the stink bug, pressing just firmly enough to stick the bug to the tape. Quickly pick up the tape and fold it over, trapping the bug inside the tape. It will not have time to get off a blast of odor. Sometimes the bug doesn't stick to the tape on the first try, in that case apply the tape again and press a little harder. They stick to the tape much easier when they are upside down., If you see a stink bug in the house, cover your hand with a plastic bag or paper towel, carefully pick it up, and dispose of it immediately. The bugs release their noxious smell when they sense danger, and you risk getting it on your hands if you touch them. Don't squeeze the stink bug when you catch it. You'll have a difficult time clearing the smell out of your house. If you catch a stink bug during the winter, you can place it outside. Stink bugs freeze if they're outside in cold weather, so it won't be making its way back in. You could also flush the stink bug down the toilet or enclose it in a bottle with a top and discard it., Stink bugs quickly drown when they are knocked into soapy water, and if you use a scented soap it will mask the smell. Fill a bucket or other container with water and dish soap, then place stink bugs in the solution after you catch them. If you have stink bugs on your walls or curtains, you can knock them directly into the bucket. Place the bucket under the the stink bug and use a broom or brush to knock it off the wall into the bucket. When you're ready to discard the bugs you collected, strain them out of the soapy water and throw them away or flush them down the toilet., When you vacuum stink bugs, make sure you change the bag right away, since the vacuum will otherwise smell like the bugs. Don't use a central vacuum that doesn't require a bag. The smell of the stink bugs will permeate your home. If you're dealing with a constant stream of stink bugs in your home, consider buying a vacuum specifically for the purpose of cleaning up stink bugs.,",488
179987,"Invest your money in low-minimum mutual funds., Open an account with an online brokerage firm., Invest your money through an online investment platform.",How to Invest As a Recent College Graduate1,"This is an inexpensive way to begin dabbling in the world of financial investments: you can start by investing as little as $100 in a low-minimum mutual fund or exchange-traded fund (ETF). If you have very little disposable money but still would like to invest, this is a great place to start. Mutual funds offer more financial stability and less risk than comes with investing in individual stocks, and you could easily spread a $500 investment across five different funds.Some low-minimum funds like this are offered through large financial companies, such as Charles Schwab: for example, the Schwab Total Stock Market Index (SWTSX). If there is a brokerage firm in your area, you may also want to contact the firm and ask which mutual funds or ETFs are available with a small initial investment.;, A brokerage firm will play “middle man” so that you will not need to directly choose stocks yourself. Brokerage firms will also allow you are wide variety of investment choices, so that you can manage the level of risk and reward you’re willing to take. With many online brokerage firms, you can open an account with less than $1,000, and some open accounts for $500. So, depending on your financial situation after paying off bills and making student loan payment (if applicable), this investment method might be one to plan ahead for rather than to start immediately.If you’re interested in investing through an online brokerage firm, look at companies such as Charles Schwab, E*Trade, or TD Ameritrade. Many reputable financial websites such as Barrons, NerdWallet, and Kiplinger also provide reviews and recommendations of online brokerage firms., These platforms—which often exist as smartphone apps in addition to their websites—will perform the same role as a brokerage firm. The investment platform will assess the level of risk that you’re willing to take in your financial investments, and then invest your money in mutual funds and EFTs, while advising you on which funds may provide more lucrative investment opportunities.If you’re interested in online investment platforms, check out options including Betterment, which requires a minimum monthly contribution of $100. If you’d like to invest through an online platform, it would be financially wise to save up a year’s worth of monthly contributions (so at least $1,200) before beginning to invest. This way, you won’t find yourself investing money that you may end up needing for groceries or rent.",419
11716,"Know what kind of book you’re writing., Identify major themes and the plot., Think about setting and time period., Search for your title ideas online., Look at the titles of your favorite books., Start with a working title., Identify your major characters., Write down ten options., Hint at the story within., Use nouns and verbs., Narrow down word count., Allow your title to have multiple meanings., Run your title by other people.",How to Write a Book Title,"Your title will vary depending on what kind of book you are writing. Nonfiction titles can be creative, but should be more descriptive of what the book is about. Fiction titles can be more mysterious or creative. The title is the first thing your readers will read. The title needs to give readers some idea of what’s inside the book, entice, and be informative.If you have a nonfiction book like a series of essays, or a biography, your title should be more to the point. Fiction or genre stories like horror, fantasy, science fiction, and mystery, should be creative and entice readers to want to know more, offering intrigue. Use words that are commonly associated with certain genres to start. A mystery novel could use a title like “The Mysterious Road Forks”. Readers will identify this title with mystery, unanswered questions, and a plot involving a strange road. Fantasy and science fiction titles can include made up names or places, or words of magic. “The Signal from Vandor” could be a title to a science-fiction book that tells of a strange alien signal from a far away planet named “Vandor”.;, Every book, fiction or nonfiction has at least one major theme; and even nonfiction stories follow some type of plot. Write down what your themes and plot are in one paragraph. Think about what your characters do throughout your story. What sort of moral dilemmas do these characters deal with? If your book is about a hero or group of heroes conquering evil, then your theme deals with good vs. evil. Perhaps you have a fictional story that takes place in the real world. Are your characters dealing with growing older, moving on to another stage in life, hiding a secret, death, or something else? If you have a nonfiction book, ask yourself why you are writing this book. Are you writing a series of essays about a specific event because you feel compelled to inform others? Maybe you’re exploring some aspect of history that you are inspired by. Whatever kind of book your titling, write a paragraph that summarizes your themes and plots putting yourself in the reader's’ shoes. Knowing this information, ask yourself what you would want to see in a title for this book. Perhaps you want to know that it is a history of some event. Or you might want to know that you’ll be reading a coming of age tale.",2212
